和陳子公井齋韵,陳子公齋
送連惟馨之小湖兼簡程節推,
送王禹玉遊西巖,王禹玉
寄贈江寧劉明府,
張才叔屢作文公先生像如其生焉亦託名不朽矣二首,張才叔
司徒侍中宋宣獻公挽詞五首,宋宣獻
唐彥猷挽詞,唐彥猷
寄答汝州王仲儀待制,王儀
晝寢宴坐軒憶與蘇才翁會別,蘇才翁
別邵武長史朱照鄰,邵武;朱照鄰
因書答河東轉運楊樂道,楊樂道
杭州訪吉祥璘上人追感蘇才翁同賞牡丹,蘇才翁
和詩送茶寄孫之翰,孫之翰
寄題張景山大卿園池,
十八日陪提刑郎中吉祥院看牡丹,
和運使王學士舟次德清見寄,
清暑堂會同年,
宋君輔許當世陳彥謙蘇宣甫自遠還鄉上元同飲,宋君輔;蘇宣甫;陳彥謙
上元至南劍州大雨寄泉州許通判,
和張唐公約遊名園遇雪輒止,
訪陳處士,
呈沈子山,
華嚴院西軒見芍藥兩枝追想吉祥賞花慨然有感寄呈才翁,
戲答王仲儀,王仲儀
寄南海李龍圖求素馨含笑花,
韓玉汝山堂會別梅花已盛至蘇州示諭水鄉天寒未開,
答葛公綽,
和宋次道宴日不赴有懷,次道
三月出城別張唐公會玉仙觀,
陪尹子漸申安禮宿香山寺,尹漸安
哭石曼卿,石曼卿
四月十七日奉安仁宗皇帝御容於景靈孝嚴殿是日舟次陳留感懷述事十六韻,安仁宗
和王勝之遊普明院,王勝
送胡武平出守吳興,胡武平;吳興
送任山歸河東,
泊吳江寄胡武平,胡武平
遷陽道中奉寄楊正臣同年,楊正臣
李山英以疾歸田客有言山英移書石守道者因摭取其略作詩以送之,李山英
送許寺丞知古田縣,
送勤上人歸吳中,
送石昌言知宿州,石昌言
答葛公綽求猿,
寄題處州朱山人幽居,
題張子正觀察溪風亭,張子正
題洪景伯分繡閣,洪景伯
京口即事和周開祖韵,周開祖
送朱行中守潤,
題畫授李伯時,李伯時
題李世南畫扇,李世南
過邢惇夫墓下作,邢惇夫
贈王子飛之高麗,
題李伯時照夜白馬圖,李伯時
題朱之純谷陽園,谷陽園;朱之純
次韵王彥昭昆仲題京口新居,
謝恩詩,
和徐清叟題會江驛,徐清叟
西河 和王潜斋韵,王潜
和鄧慎思未試即事雜書,鄧慎思
和鄧忠臣《和文潛嘲無咎夜起明燈誦予詩》,鄧忠臣
同歐陽晦夫邂逅遊風洞,歐陽晦夫
爲王欽若作命書,王欽若
送張無夢歸天台,
題眉嶺方池,
曾端伯自承移帥川口有懷風旨無便附信忽領教喜成小詩附便奉呈三首,曾端伯
和錢處和野堂,
和王應夫見貽二首,王應夫
和曾谹父見寄二首,
和茅山張達道二首,張達道
贈胡珵隠君,
寄溧水宰李仲鎮,李仲鎮
和張才甫野望軒,張才甫
寄吳思道,吳思道
林徽猷挽章二首,林徽猷
楊和王挽章五首,
宣召看紅木犀賜宴索詩并謝恩,
題王懋功秀才秀野堂,王懋功
賦陳嘉謨東西軒二首,陳嘉謨
送趙安定弭節三衢,趙安定
送王制置帥成都,
送子威兄歸邵武,邵武
送謝景思從辟督府二首,謝景思
送人倅潮陽,
送丁致遠司理,丁致遠
送表弟丘彥澤失官之潮,丘彥澤
送楊子寬還臨安寄錢處和,楊子寬
送張才甫知池陽,張才甫
送錢處和知三衢,
和楊季廓解元,楊季廓
和曾谹父光孝佳句,
和鄭國器來自江州道中之什,鄭國器
次韻李漢老參政重陽前游泉州東湖,李漢
和蔡瞻明知府,蔡瞻
和楚守于伯達,
和王有道二首,王有道
和張凝神見貽,張凝神
和蘇養直見貽二首,
和王應夫見貽六首,王應夫
用前韻贈張正仲朝散二首,張正仲
和張正仲朝散,張正仲
答趙周卿,周卿
王元龍惠新製輒依末後耘田韻敘謝,王元龍
謝錢處和惠燕坐搘頤蓮,謝錢處;惠燕
戲簡錢處和,
趙周卿送菜,趙周卿
謝李伯時自臨安見過台州二首,李伯
謝賜宸翰扇,謝賜宸
隆興天子七月十三日親享太廟先期風雨彌日及夕拔木震海窗戶俱動轉五更即止乃行禮時也喜而成三章,
謝賜丹桂,
和賀子忱五首,賀子忱
和錢處和大資四首,
和韓子溫韻時在九江,子溫韻
和蘇養直題孫郎中扶疏堂二首,蘇養直
和陳彥容雪中,陳彥容
和李伯時韻送行七首,李伯時
和鄭國器六首,鄭國器
送曾谹父還朝十首,
送純老往會稽住華嚴二首,
題建寧府分水嶺鋪,
題泉州延福寺壁,
題董亨道畫西湖,董亨道
送荔子與高觀察,
送臘梅與曾谹父,
送新酒糟蟹與賈之奇五首,
代廣漕劉元舉謝趙相茶二首,劉元相;代廣漕
謝錢處和惠握青瓜,
書王應夫題記後,王應夫
和賀子忱喜雪,
吳歌爲吳季子作,吳季子
元丹歌贈會稽陳處士,
贈吳思道,吳思道
寄張達道先生,張達道
寄鄭漁仲,鄭漁仲
送徐正時歸浦城,徐正
和程進道見貽,
和錢處和扇車,
將至嚴州丘平仲忽舟中見過,
次蔡瞻明題南園,蔡瞻明
中秋前一日邀賀子忱爲對月之款乃審放意山林扁舟東去引企不已偶得小詩,賀子忱
寄張達道,張達道
王正道再遇竹冠輒和來韻見鄙愫二首,王正道
贈李嚴州,
和張達道先生三首,張達道
琴操 別鶴操,
和太師平章賈魏公咸淳庚午冬大雪遺安撫潛侍郎,
題撫州驛,
布作高陽臺衆樂園成被命與金陵易地兄弟待罪侍從對更方面實爲私門之慶走筆記子開弟,
和陳倩遊曾公巖韻,陳倩遊公
和劉誼留題融州老君巖,劉誼
與同舍諸公飲王詵都尉家有侍兒輩侍香求詩求字者以烟濃近侍香爲韵,
題衢州順溪館,
和何麒子應雪堂,何麒
次謝景思韵,
和謝景思,謝景思
後園觀梅簡洪景伯,洪景伯
東湖懷賀子忱,
丹丘諸先輩被薦書赴試南宮郡守曾惇既大合樂祖其行復成小詩歌以送之,曾惇
江南野步簡賀子忱蔡瞻明,蔡瞻明;賀子忱
洪景伯飲諸丈分繡閣以詩戲之,洪景伯
次韵朱知裁少卿見貽二首,
題謝景思少卿藥寮二首,景思
臘月被檄下豫章至南安簡曹宰,
寄衡陽尉徐智伯,徐智伯
同幕李彥中田子真爲倡小醵出遊二月社日登遐觀呈二兄,田子真;李彥中
拏舟送使長馬少卿既酌別維舟小憩與李彥中各賦一篇,李彥中;馬少卿
余以檄出機宜陳伯英先往西津候別舟行風作才前輒退竟爲江隔遂呼酒自飲,余以檄;陳伯英
八月上浣與張元輔張子濟小飲德慶貢院聽簷下蟲聲,張元輔;張子濟
坐病不及赴少卿羅春伯登樓觀雪之集因成小詩馳呈兼簡何同叔判院徐用之帳幹,徐用之;羅春伯
庚戌赴官過王俊臣門留別,王俊臣
送陰陽家彭元清,彭元清
送管長源之子光祖往謁周益公,管長源祖;周益公
送參議劉仲洪就京制置辟入蜀,劉仲洪
送中書舍人鄭惠叔入國,鄭惠叔
送鎮江張禹功獻邊事未報過建康謀辟,張禹功
中都邂逅新崇德宰范純之爲同館著語贈別,范純之
新淦陸伯仁過我錢塘逆旅中漫出詩篇輒蒙賞音敬賦短章相謝,陸伯仁;新淦
題諶氏奉先亭,
贈浦城星家周廷輔,周廷輔
贈臨川浦城昌鄧二術士,
贈陰陽家謝子美,
贈術者朱明遠,朱明遠
王俊臣嘗從予遊己未訪別于廬陵群庠,王俊臣
久與廣西帥年丈左史張舍人別自瓊罷歸過靜江相見,張舍人
余倅瓊鄭宰仁和俱以不爲言者所容去官控訴次相慰釋,余倅;鄭宰仁
甲辰冬辭塚赴官寄曾鼎臣,曾鼎臣
戊戌與彭元忠相別于安城丙午皆爲東廣幕屬遂獲再集,彭元忠
昨與余遊如陳廣元張壽卿江伯紀陳通卿皆上計矣獨鄒用之鄧繼高困阨况今相去愈遠焉緬我懷因成兩詩各書一通寄之,余遊如;江伯紀;張壽卿;陳廣元;陳通卿;鄧繼高困
余出疏語示陳伯英伯英勉予讀傳燈錄諸書因用羅子琳韻挑伯英要看一轉語,羅子琳;挑英;陳伯英英
陳伯英侍郎子也廣帥辟入幕既至參差帥別思所以處未定間余載酒相過,陳伯英
增城丞嘉禾張元輔纔過郡輒去未及款曲已而同校藝晉康,張元輔;嘉禾;晉康
呈張彥容,張彥容
自廣歸至南康與蔡承之黎夏卿劉成叟相見,劉成叟;黎夏卿;蔡承之
寄廣東提幹田子真,田子真
題李達先靜暉軒,暉軒;李達
陳君舉飯余倉司之五峰閣移坐臨簷口占舉似,陳君舉
題陳宗元拂雲軒,陳宗元
張功甫見贈丁藁,張功甫藁
比以形字韻詩遞送張功甫直閣未報復于本韻中思之別得一篇并寫呈,張功甫
題建寧府丹青閣,
崇安葉簿之先大夫易學得于天而未傳于人余竊于執事聞焉幸矣敢以相期之意併賦長句呈似,
贈楊持正,
李叔度與兒曹談理道余竊聽而記以一詩,李叔度
贈鄔文伯,
題李子權江月亭,李子月
欲入脩門未果且留妙山逆旅書所見呈富陽大夫陳晃國,陳晃國
富陽陳大夫遣二吏抄俚文用寫道寓于文之意還以請益,
前仁和鄭宰僑富陽與陳宰往還以詩余寓妙山得其所和詩後復寄一篇,前仁;鄭宰;陳宰
前仁和鄭大夫載酒携文過我妙山逆旅中,鄭夫
和富陽陳大夫禱雨有感韻,
題南海神祠前觀瀾亭,
贈陳養廉居士,陳養廉
挽王撫幹,
挽林益之母,
龜山之孫楊子順肇慶一見相投隨至德慶謀館寓跡過從年餘辭歸鄉賦詩送行,楊子順
題楊補之梅,
次韻酬姜邦傑雪中見寄,姜邦傑
余得英州石山副之五絕句送曾鼎臣,曾鼎臣
中都寄廣東提幹彭元忠,彭元忠
義寧産蓴菜中秋大熟副以六絕送楊伯子,楊伯子
鄧節仲卒而未葬其孤與祖以其情訴賦絕句授之爲持以呈其親舊間,鄧節仲
逆旅主人家園木犀始開謹輟兩握副以二絕句馳上富陽陳大夫,
妙山孫元濟建閣江瀕以館往來士大夫余取韓文公瞰臨眇空閣之句題以眇空賦三絕句,韓文公;孫元濟
儒家子劉宗慶發披戴願贈二絕句俾藉之以謁樂于成人之美者,劉宗慶
送胡平一赴召六絕,胡平
題徐子比獨秀亭,獨秀亭
上浙東帥王尚書,王尚書
送五羊曾仲卿改秩受縣南歸,曾仲卿
送孫莘老移知南京,孫莘
癸卯豫章貢闈酬贈教授張安叔,張安叔
取清苦廉正爲韵課四古風呈漕使蘇叔子,蘇叔子
過太和赴主簿鄧楚材豫章貢闈之約,鄧楚材
謝新淦令徐信甫至贛相過,謝新淦;徐信甫
題劉武翼息齋,
送陳通卿赴省,陳通卿
邂逅南昌簿孫正之劇談別後聊以記所期者,孫正之
同張隨州賦會稽朱子榮席上丹桂,朱子榮
題張德清悅齋,張德清
題陳晉卿頤齋,陳晉卿
上左丞相王國公,王國公
題葉英州清白亭,
題通州通判陳日華二友齋,陳日華
謝葉英州惠石山更託尋置絕品者,
遞呈餘干郭主簿子敬,子敬
贈別曲江貢士李安之五羊相訪,李安之
贈別石首尉胡廷直,胡廷直
贈江西瑞上人至南海袖詩相過,
題陳宗元立齋,陳宗元
寄題閣皂陳元禮蒼玉軒,蒼玉軒;陳元禮
題李克明依綠園,李克明
寄題劉漢英雙清亭,劉漢英
贈相者趙椿年,趙椿年
寄題劉永年桂堂,劉永年
題王欽州子澤雙清閣,
題蕭叔原江山圖畫,
陳良臣之子正功肯學能文求余印可,陳良臣
題黄萬安治東樓詩,黄萬安
免解進士應致遠過晉康見謂以上文字而忤權要聽讀藤州十餘年得旨自便賦詩贈行,晉康
吾郡之望羅彥方過聽以予有詩癖古風特枉傑作之貺不可虛辱賦一篇謝之,羅彥方
前高凉推官陳漢臣惠佳什索俚編不可虛辱授之後集古律矣復課數韵語謝之,惠佳;陳漢臣
王元賓之子經紆道過我晉康臨行贈別,王元賓
清江何子發自荆湖宣撫幕客罷歸過我晉康投詩索報勉意塞請,何子
隨牒至南康軍呈李宰,
弔曹覲,
送王補之歸南城,
送李莘太博,李莘
丁元珍挽詞二首,丁元珍
和酬孫少述,
和酬王平甫道中見寄,王平甫
寄孫正之二首,孫正之
寄孫正之,孫正之
送雙漸之漢陽,
送撫州錢郎中,
送韓玉汝使兩浙,韓玉汝
簡景山侍御,
錢塘上元夜祥符寺陪咨臣郎中丈燕席,丈燕席
酬王微之汴中見贈,
寄顧子敦,
酬强幾聖,
寄王樂道,王樂道
寄孫莘老湖州墨妙亭,
和孔平仲,孔平仲
庭檜呈蔣穎叔,蔣穎叔
孫少述示近詩兼仰高致,孫少述
康定軍使高秘丞自襄陽司農寺勾業寺丞自光化相繼遷拜簽判程殿丞受代還朝預有惜別之意輒書長句奉呈,秘丞殿丞
贈張伯常之郢見過因話荊楚故事仍貺佳什,張伯常
贈黃降自宜城赴官許昌,
和張伯常自郢中將及敝境先寄長句,張伯常
和張伯常峴山亭晚起元韻,張伯常
陳君式恭軒,陳君式恭軒
酬江西運使蔣穎叔,蔣穎叔
刁景純挽歌詞二章,刁景純
和孫少述侯職方同燕席,侯職方;孫少述
送元厚之資政致仕歸蘇州,元厚
高郵逢人約襄陽之遊,
送任逵度支監嵩山崇福宮,逵度
寄孫之翰,孫之翰
答裴煜二首,裴煜
代書寄趙宏,趙宏
謝章伯益惠硯,章伯益
送陳商學士,
和章友直城東春日,章友
哭尹師魯,尹師魯
七月十四日韓持國直廬同觀山海經,
送程公闢使江西,
答葛蘊,葛蘊
送韓玉汝,韓玉汝
延慶寺會景純正仲希道介夫明叟納涼同觀建鄴宮中畫象翰林墨迹延慶寺者劉裕故宅中有壽丘山,仲希道介夫;劉裕
送豐稷,
題張伯常漢上茅堂,張伯常
移守江西先寄潘延之節推,潘延之
酬王正仲登嶽麓寺閣見寄,王正
送真泉州,
寄陳正己,陳正己
題楊補之雪梅圖,
柳梢青  侍宴禁中和張知合應製作,張知;柳梢青
訴衷情  趙德大還延平，因語舊遊，作此以贈之,趙德大
病起贈曾宏甫,曾宏甫
次劉千歳喜折仲古見過二首韻,劉千歳
次曾宏甫見過二首韻,曾宏甫
次鎮江守曾宏甫見寄韻,曾宏甫
次曾宏甫見寄韻,曾宏甫
次曾宏甫赴光守留别二首韻,曾宏甫
題方氏清芬閣用范文正公韻,范文正
高郵無梅花求之于揚帥鄧直閣,鄧直閣
何德器寄道州怪石,何德器
聞寇退欲還柳州寄柳守常子正,柳守常
曾同季餉建溪顧渚新茶,
尹少稷寄顧渚茶,尹少稷
送曾宏甫守天台,曾宏甫
送李商叟,李商叟
送紹興張耆年教授之永嘉學官,紹興;張耆年
挽李泰發參政三首,李泰發
挽梁元功諫議,梁元功
挽王元渤舍人二首,王元渤
挽向伯恭侍郎三首,向伯恭
挽晁恭道侍郎二首,晁恭道
贈外甥呂祖謙,呂祖謙
次韻陳魯山正字社日同西湖,
王周士顯謨自閩中歸溈山舊隱道經臨川惠然先辱且出示呂居仁送行詩有見及語因次其韻贈周士,呂居仁士;王周士
雪中陸務觀數來問訊用其韻奉贈,
陸務觀效孔方四舅氏體倒用二舅氏題雲門草堂韻某亦依韻,陸務
以湯餅招韓伯周王巖起二提舉鄭深道曾宏甫二使君宏甫有詩次其韻,君宏甫;王巖起;曾宏甫;鄭深道;韓伯周
曾宏甫見招看海裳而郡城新有更初闔扉之令予聞鼔亟歸一詩呈宏甫,曾宏甫甫
喻子才提舉招昌源觀梅倦不克往蘇仁仲有詩次韻,喻子才
寄信守徐穉山侍郎,徐穉山
寄何晉之直閣,何晉
撫州呈韓子蒼待制,
李子長縣丞示詩卷,
吳元中少宰復官守長沙以詩賀之,吳元中
題徐子禮自覺齋時子禮爲江陰抱麾之行,徐子禮禮
呂居仁力疾作詩送行次其韻,呂居仁
次韓叔夏送行韻,
次蘇守朱新仲舍人留會稽之行韻,守新仲
適越留别朱新仲,朱新仲
處守謝景思寄勸農詩次其韻,謝景思
送曾宏甫赴光山守,曾宏甫
曾宏甫到光山遣送鵝梨淮魚等數種,曾宏甫
次何德器見贈韻,
鄭深道餞曾宏甫台州之行見招風雨不能度溪橋作此贈宏甫,曾宏甫;宏甫;鄭深道
送王宣子赴廬陵守,王宣
送賀子忱參議之官閩中,賀子忱
送呂倉部治先守齊安,
送周仲固寺正提舉湖北茶鹽余建炎己酉歲嘗爲此官,余建炎;周仲固
送方務德將漕廣西時余亦有此除,方務德
送晁恭道侍郎守臨川,晁恭道
次錢處和贈赴召之行韻,
挽韓子蒼待制,
挽梁元功,梁元功
吳傅朋送惠山泉兩瓶竝所書石刻,吳傅朋
李相公餉建溪新茗奉寄,李相公
張耆年教授置酒官舍環碧散步上園煎桃花茶,張耆年
寄許子禮,許禮
上饒方君小倅官而不婚宦居偏戶間靜無官宦之事舍後梯城而上即棚爲亭盡得溪山之勝名之曰快哉爲作四小詩以快哉此風爲韻,
曾宏甫見過因問訊鞓紅花則云已落矣驚呼之餘戲成三首,曾宏甫
啜建溪新茗李文授有二絕句次韻,李文授
謝宜春宰黄時舉惠冬筍二首,謝宜春;惠冬筍
題陸務觀草堂,
寒食日誦老杜示宗文宗武詩寄二子,宗宗詩寄
鄭顧道衝雨見過,鄭顧道
送李商叟秀才還臨川,李商叟
書徐明叔訪戴圖,徐明叔
贈王明清,
王履道左丞見訪,王履道
沈明遠教授用東坡仇池石韻賦予所蓄英石次其韻,沈明遠池
還守台州次陸務觀贈行韻,
題張彦實舍人墓下湧泉亭,張彦實
何德器贈太湖石,何德器
寄崑山李宰覓石,宰覓
方時敏作寄茶詩允迪趙承之爭論鋒起有以詩棋取決之意二者僕皆不能姑次韻,允迪;趙承之;方時敏
夏雨應祈呈桂帥二首,
王元渤自湖楚歸贈之,王元渤
吳傅朋出遊絲書求詩,吳傅朋
肇慶守鄭子禮以李北海石室碑見寄輒次山谷老人韻爲謝,李北海;鄭子禮
黄嗣深尚書自臨川省其兄嗣文戶部于宜春用元明魯直唱題李生墨竹梅,李生;元直;黄嗣深;于宜春
寄十扇與陳述之,
讀呂居仁舊詩有懷其人作詩寄之,呂居仁
李商叟秀才求齋名于王元渤以養源名之求詩,李商叟;王元渤
李伯紀丞相挽詩,李伯紀相
送胡季昭謫象州,胡季昭
携茶訪楊東山,楊東山
倪文舉寺簿挽詩三首,倪文舉
送李秀叔吏部拜命赴闕二首,李秀叔
沈正卿示探梅詩次韻,沈正卿
次韻謝鄭仲南惠詩二首,鄭仲南
和陳晞顔春盡思歸二首,陳晞顔
夜飲枕流次日以詩記陳迹,
再飲枕流和王景文韻,王景文
昔先君子與司直兄相知文字間諸孤懸隔各未相聞一旦裘父姪惠然見訪共道家庭舊好撫今念昔慨然傷懷因成小詩呈裘父,司直
沈正卿重梅次韻,沈正卿
和俞幾先喜雨二首,俞幾
陳晞顔董漕湖南過零陵用簡齋韻見贈次韻謝之又賦一篇述懷,董漕之;陳晞顔
寄題陳晞顔敦復齋,陳晞
代人上平江徐侍郎五首,
和史志道侍郎,
送王炎弼赴山陽守以兵衛森畫戟宴寢凝清香爲韻十首,王炎弼
上平江徐侍郎十絕句,
陳晞顔獲玉兔甚奇邀予賦詩,陳晞顔
王炎弼安吉丞廳真清軒和沈文伯韻,沈文伯;王炎弼
送鄧器先赴羅田尉五首,
送趙德莊右司赴江東漕八首,趙德莊
周知和以蘇陳倡和韻賦水仙江梅蠟梅三種花謹次韻,周知和;陳倡和
周知和李粹伯一再和鉢字韻詩益工勉繼元韻,周知;李粹伯
贈呂居仁,呂居仁
賀林正字,
送廣西鄭經幹並簡經略,
趙歲寒昆季三人拉李學諭余同遊南湖次歲寒韻,李學諭
與陳剛父論詩,陳剛父
題潘庭堅樂府後奉簡陳僉書,陳僉;潘庭堅
題陳陟屺寺,
中書程先生委校勘春秋分紀大參李雁湖文集因元夕戲成一絕,李雁湖
上林春慢,
舒州寄王介甫,王介甫
題蘇養直詞翰巨軸,蘇養直
寄呂南公,
次後山陳師道見寄韵,師道
元祐六年十月庚午駕自景陵宮移仗謁先聖孔子祠入門降輦步就小次由東階以升奠爵再拜禮官告成禮然後退幸太學詔博士皆升堂坐諸生兩廡下命國子祭酒豐稷講書無逸終篇因又幸武成王廟而還左丞相呂大防右丞相劉摯率百官皆從於是丞相賦詩以形容上德諸在位者皆屬和肇以禮官忝從諸大夫之後謹和詩一章,呂大防;劉摯;豐稷
題王晉卿所藏鄭虔著色山水圖,鄭虔;王晉卿
題高遠樓,
和趙元鼎錢塘懷古韻,趙元鼎
詔許出獄呈京尹節齋趙公,許齋
送馬太初之越,
石頭城和王寧翁韻,王寧
送葉若磯之金陵謁信菴,葉若磯
金陵秋賦別江壽翁,
姜林居別業,姜林
和同年徐清溪韻,徐清溪
寄括蒼李察院,
次楊夢錫雪後古梅正芳韵兼呈李史君,李史君;楊夢錫
淳祐七年丁未十一月朔蔡久軒自江東提刑歸抵家時三館諸公以風霜隨氣節河漢下文章分韻賦詩送別得漢字,蔡久軒
濟州道中寄葉勛秀才,
答劉季孫,劉季孫
病起答關景暉,關景暉
送趙正夫京東漕,趙正夫
贈別張堯詢,張堯詢
花林示楊彭年秀才,彭年秀才
送會稽關彥遠罷官河北,關彥遠
對雪和王仲至,王仲至
